created_at,article,pageid,user,bytes,comment,project
2026-09-24T21:22:08Z,نور_بوعون,10521456,Houss 2020,1697,"أُنشئَت بترجمة الصفحة ""[[:fr:Special:Redirect/revision/237666690|Nour Bououn]]""",ar.wikipedia.org
2026-09-24T21:22:34Z,مصر_القديمة_المتأخرة,10521457,زين العابدين 22,42615,أنشأ الصفحة ب'يشير لفظ '''مصر القديمة المتأخرة''' إلى تاريخ وثقافة [[مصر]] خلال [[عصور قديمة متأخرة|العصور القديمة المتأخرة]]، والتي تمتد بصفة عامة من أواخر القرن الثالث إلى القرن السابع الميلادي. يم…,ar.wikipedia.org
2026-09-24T21:23:10Z,مطار_جون_ألفرد_أوزبورن_الدولي,10521458,Mohamed Belgazem,4222,أنشأ الصفحة ب'{{صندوق معلومات مطار | name = مطار جون ألفرد أوزبورن الدولي | image = Montserrat Airport (15632994595).jpg | image_size = 250 | caption = | إياتا = MNI | ايكاو = TRPG | النوع = عام | ما…,ar.wikipedia.org
2026-09-24T21:24:46Z,ميسوا,10521459,ToadetteEdit,986,"تم الإنشاء بترجمة القسم الافتتاحي من الصفحة "" [[:en:Special:Redirect/revision/1372169279|Misua]] """,ar.wikipedia.org
2026-09-24T21:27:09Z,تل_المرة,10521461,Doaa970,18980,أنشأ الصفحة ب'{{صندوق معلومات موقع تاريخي | الاسم = تل المرة | الاسم الأصلي = Tell el-Murra | صورة = | تعليق الصورة = | الموقع = [[محافظة الشرقية]]، [[مصر]] | النوع = مستوطنة | الارتفاع = 3–4 أمتار |…,ar.wikipedia.org
2026-09-24T21:30:55Z,بثينة_حسناوي,10521464,Houss 2020,3887,"أُنشئَت بترجمة الصفحة ""[[:fr:Special:Redirect/revision/239426523|Boutheina Hasnaoui]]""",ar.wikipedia.org
2026-09-24T21:33:50Z,كعكة_إكليس,10521473,Yahyaalmahdwy,4288,أنشأ الصفحة ب'{{صندوق معلومات طعام | اسم = كعكة إكليس | صورة = Eccles cake.jpg | نوع = [[كعكة]] | منشأ = [[إنجلترا]] | منطقة = إكليس، مانشستر الكبرى | المكونات = معجنات مورقة، زبيب أسود، [[زبدة]] | ت…,ar.wikipedia.org
2026-09-24T21:38:44Z,كوم_الأحمر_(مدينة_جنائزية),10521476,Doaa970,6301,أنشأ الصفحة ب'{{معلومات موقع أثري قديم | الاسم = مقبرة كوم الأحمر | الاسم الأصلي = Kom al-Ahmar Necropolis | الموقع = [[نخن]]، [[مصر]] | النوع = مقبرة | تاريخ الإنشاء = نحو 3600 قبل الميلاد | الحضارة…,ar.wikipedia.org
2026-09-24T21:40:46Z,مطار_يانغون_الدولي,10521477,Mohamed Belgazem,12769,أنشأ الصفحة ب'{{صندوق معلومات مطار | native_name = {{لاغليظ|{{لغة|my|ရန်ကုန်အပြည်ပြည်ဆိုင်ရာလေဆိပ်}}}} | caption = مطار يانغون الدولي في عام 2004 | الموقع = {{وإو|مينغالادون|Mingaladon Township}} 110…,ar.wikipedia.org
2026-09-24T21:44:06Z,شعيرية_المحار,10521480,ToadetteEdit,1876,"تم الإنشاء بترجمة القسم الافتتاحي من الصفحة "" [[:en:Special:Redirect/revision/1376045012|Oyster vermicelli]] """,ar.wikipedia.org
2026-09-24T21:53:58Z,انقطاع_خط_الشرق_والغرب_في_عام_2024,10521482,مصطفي البناا,3036,"تم الإنشاء بترجمة القسم الافتتاحي من الصفحة "" [[:en:Special:Redirect/revision/1376541887|2024 East–West Line disruption]] """,ar.wikipedia.org
2026-09-24T22:10:19Z,ممياوات_مصرية_قديمة_قبل_الأسرات,10521488,زين العابدين 22,29728,أنشأ الصفحة ب'تُشكل '''الممياوات المصرية القديمة قبل الأسرات''' أجسادا بشرية حُفظت إما بفعل بيئة الدفن أو عبر معالجات جنائزية مبكرة في [[مصر القديمة]] قبل عصر الأسرات، وتندرج زمنيا ضمن [[مصر ما قبل ا…,ar.wikipedia.org
2026-09-24T22:15:28Z,كاجمني,10521490,Yousef Kemet,573,"تم الإنشاء بترجمة القسم الافتتاحي من الصفحة "" [[:en:Special:Redirect/revision/1352535968|Kagemni]] """,ar.wikipedia.org
