created_at,article,pageid,user,bytes,comment,project
2026-09-25T13:20:15Z,Adriana_van_Rijndorp,6079696,Ailuj4402,1023,Pagina aangemaakt en basis informatie genoteerd.,nl.wikipedia.org
2026-09-25T13:22:29Z,Mediëvalisme,6079697,DimiTalen,1243,"[[WP:GS|Nieuwe pagina aangemaakt]] met ''''Mediëvalisme''' (soms ook '''mediëvisme''' of '''neomediëvalisme''') is het verwerken van inspiratie uit de [[middeleeuwen]] in latere [[kunst]], [[literatu…",nl.wikipedia.org
2026-09-25T13:24:13Z,Ethel_Grandin,6079698,~2026-41871-23,4522,[[WP:GS|Nieuwe pagina aangemaakt]] met '{{Infobox acteur | naam = Ethel Grandin | afbeelding = EthelGrandin.jpg | onderschrift = Grandin {{Afkorting|ca.|circa}} 1916 | volledige naam = Ethel Grace Gr…,nl.wikipedia.org
2026-09-25T13:28:37Z,Belle_van_Zuylen_Leerstoel,6079700,Houtje26,3174,[[WP:GS|Nieuwe pagina aangemaakt]] met 'De '''Belle van Zuylen leerstoel''' wordt op verschillende plekken in Europa ingevuld als wisselleerstoel. == Utrecht == De Universiteit van Utrecht stelt sind…,nl.wikipedia.org
2026-09-25T13:42:56Z,RC_Garage,6079705,Dutchxarms,1571,edited,nl.wikipedia.org
2026-09-25T13:46:00Z,Henny_de_Vries,6079707,Peterkist65,3196,Toevoegen pagina,nl.wikipedia.org
2026-09-25T13:47:54Z,Francisca_Johanna_van_Beeck_Calkoen,6079709,Wikijojo59,10050,"[[WP:GS|Nieuwe pagina aangemaakt]] met '[[File:Foto_van_het_gezin_Van_Beeck_Calkoen,_ca_1910.jpg|thumb|Foto van het gezin Van Beeck Calkoen]]'''Francisca Johanna van Beeck Calkoen (1870-1947)''' was…",nl.wikipedia.org
2026-09-25T13:52:41Z,Break_Up_in_Reverse,6079711,Een Muziekfan,4552,[[WP:GS|Nieuwe pagina aangemaakt]] met '{{Infobox single | Titel = Break Up in Reverse | Artiest = [[Teddy Swims]] | van Album = Ugly | B-kant = | Releasedatum = [[10 juli]] [[2026]] | Drager = | Opn…,nl.wikipedia.org
2026-09-25T13:53:32Z,Fotogravure_Van_Uffelen,6079712,SisiDec,1300,Nieuwe pagina aangemaakt,nl.wikipedia.org
2026-09-25T13:57:09Z,Koning_Dries,6079714,Koning67,3391,[[WP:GS|Nieuwe pagina aangemaakt]] met 'Dries is een jongen die vooral geïnteresseerd is in muziek en [[Supercar (sportwagen)|supercars]]. In zijn vrije tijd is hij vaak bezig met het luisteren naar…,nl.wikipedia.org
2026-09-25T14:03:23Z,Bison_Film_Company,6079716,~2026-41217-33,3223,[[WP:GS|Nieuwe pagina aangemaakt]] met '{{Infobox bedrijf | naam = Bison Film Company | logo = | afbeelding = Bison Films ad in Moving Picture News (1911) (IA movingpicturenew04unse) (page 86 crop).j…,nl.wikipedia.org
2026-09-25T14:06:01Z,Karel_Davids,6079717,Westerloo74,3112,[[WP:GS|Nieuwe pagina aangemaakt]] met '´´´Karel Davids´´´ Karel Davids (1952) is een Nederlands historicus en emeritus hoogleraar aan de Vrije Universiteit Amsterdam. ´´´Loopbaan´´´ Karel Davids stu…,nl.wikipedia.org
2026-09-25T14:16:28Z,NAC_in_het_seizoen_1984/85,6079719,SCPEC1910,8843,[[WP:GS|Nieuwe pagina aangemaakt]] met '{{Infobox voetbalclub | naamclub = NAC — seizoen 1984/1985 | volledigenaam = '''N'''OAD '''A'''DVENDO '''C'''ombinatie | afbeelding = | onderschrift = | oprich…,nl.wikipedia.org
