created_at,article,pageid,user,bytes,comment,project
2026-09-23T18:24:50Z,Доктрина_огороженного_сада,11614265,Wi1-ch,4896,"[[ВП:←|←]] Новая страница: «'''Доктрина «огороженного сада»''' ({{lang-en|walled garden}}) — это применяемая судами [[США]] концепция, предполагающая минимальное вмешательство государства в деятельно…",ru.wikipedia.org
2026-09-23T18:27:43Z,"Мендонса_Филью,_Клебер",11614266,Гришин Никита,30365,[[ВП:←|←]] Новая страница: «{{Кинематографист |имя = Клебер Мендонса Филью |оригинал имени = {{lang-pt|Kleber Mendonça Filho}} |изображение = Kleber Mendonça Filho-6484.jpg |описание изображения = Ме…,ru.wikipedia.org
2026-09-23T18:56:42Z,"Уильямс,_Кристин",11614285,SWAT-76,9455,[[ВП:←|←]] Новая страница: «{{однофамильцы|Уильямс}} {{Баскетболист | Имя = Кристин Уильямс | Оригинал имени = {{lang-en|Christyn Williams}} | Фото = Christyn Williams 250901 Lynx Wings win JohnMc271…,ru.wikipedia.org
2026-09-23T19:00:30Z,Производственная_травма,11614292,MemorAt,29853,Производственная травма,ru.wikipedia.org
2026-09-23T19:13:27Z,Хазароведение,11614298,Игорь Н. Иванов,152376,[[ВП:←|←]] Новая страница: «{{несколько изображений|ширина=200|изобр1=1660 Buxtorf Kuzari.jpg|подпись1=Обложка издания «Liber Cosri» 1660 год|изобр2=Johannes Buxtorf II.png|подпись2=Иоганн Буксторф-м…,ru.wikipedia.org
2026-09-23T19:15:50Z,Северный_вокзал_(Пекин),11614301,Dinamik,6315,https://en.wikipedia.org/?oldid=1370806388,ru.wikipedia.org
2026-09-23T19:15:59Z,"Стоянов,_Николай_Николаевич",11614302,RedGreenBue123,6800,Создал страницу о художнике.,ru.wikipedia.org
2026-09-23T19:17:10Z,Floristic_Dialog_Sustainable_Floral_Design_Workshop_2026,11614303,~2026-51441-11,3360,Создана статья про очень важную конференцию,ru.wikipedia.org
2026-09-23T19:21:55Z,Национальный_трибунал,11614311,VladimirPF,15288,"Новая статья, написанная с помощью DeepSeek",ru.wikipedia.org
2026-09-23T19:23:00Z,Ашленд_(Висконсин),11614313,Schekinov Alexey Victorovich,9710,[[ВП:←|←]] Новая страница: «{{subst:L}} {{Другие значения|Ашленд}} {{НП-США |статус = [[Город (США)|Город]] |русское название = Ашленд |оригинальное название = |изображение = |описание изображения =…,ru.wikipedia.org
2026-09-23T19:25:51Z,"Mozilla_Public_License,_version_2.0",11614316,Omnizs,8750,"[[ВП:←|←]] Новая страница: «{{Универсальная карточка|from=Q25428413}} '''Mozilla Public License, version 2.0''' (сокращённо '''MPL 2.0''') — [[Лицензия свободного программного обеспечения|свободная л…",ru.wikipedia.org
2026-09-23T19:38:18Z,"Павлюков,_Николай_Анджеевич",11614326,~2026-51271-79,4481,Боксер. ВП:ПРОШЛОЕ,ru.wikipedia.org
2026-09-23T19:43:15Z,300_миль_до_небес,11614329,ШаманСемен,6885,создание статьи,ru.wikipedia.org
2026-09-23T19:53:28Z,L1XOR,11614334,~2026-51493-53,3892,"[[ВП:←|←]] Новая страница: «{{Блогер | имя = L1XOR | изображение = | имя при рождении = | дата рождения = | место рождения = | род деятельности = видеоблогер, техноблогер, «течтокер» | годы активност…",ru.wikipedia.org
2026-09-23T20:04:02Z,Georgetown_Garden_Show_2026,11614339,~2026-51441-11,2165,Хорошая статья,ru.wikipedia.org
2026-09-23T20:05:38Z,Кухта_Матвей_Андреевич,11614340,Матвей123000,564,[[ВП:←|←]] Новая страница: «Кухта Матвей Андреевич Родился 23 июня 2006 года в городе Москва Проходил службу в самой элитной части Российской армии - Президентский полк СКМК ФСО России. Воинское зван…,ru.wikipedia.org
